"","task_mode","neuro_mode","regions"
"1",-0.00949768128079313,0.0866338997323757,1
"2",-0.0679995957099173,0.045305961224194,3
"3",-0.0945288926800292,-0.122441581222726,5
"4",0.0200312636961348,-0.0164958928276328,9
"5",-0.0433744040773728,-0.0360893361778548,11
"6",-0.0345432582082594,0.00569459578565296,13
"7",-0.0979510105842982,-0.0135225137991671,15
"8",-0.0579582215674558,0.00634611919291381,17
"9",0.036037065586516,0.0208361970900401,19
"10",0.0287450469245654,-0.0490943239341938,21
"11",-0.00847476794538369,-0.0219326068774825,23
"12",-0.0927026352540496,0.0385111953729267,25
"13",-0.0746521450882021,0.0797882763353303,27
"14",0.0044788674804642,-0.000213759499371084,29
"15",-0.10459239416362,-0.0486434315283403,31
"16",-0.230529176947318,-0.0376234380910361,33
"17",0.0756279214853733,-0.0248617502374551,37
"18",-0.0276375368742199,-0.0292696400199851,39
"19",0.0115857565338575,-0.0290083682620208,41
"20",0.11247135175581,0.0458261089763086,45
"21",0.0645011559343741,0.0147813243117348,47
"22",0.0439998124264726,-0.0800672153757251,51
"23",-0.0405889452269509,-0.030966220530542,53
"24",-0.0755756400742925,-0.228397362925233,55
"25",-0.12384905140469,-0.0565441968043389,57
"26",0.117480456357931,-0.0307511371886211,59
"27",-0.0754027724492687,-0.00938321322093851,61
"28",0.0474064929135982,-0.0253172065337801,63
"29",-0.191118817561761,-0.0768158790002618,65
"30",-0.348104026903564,-0.109219649473921,67
"31",-0.11545831205012,0.0207315077028829,69
"32",-0.024714461153512,-0.0112851609211785,71
"33",-0.209803974760065,-0.119302348011804,73
"34",-0.0838677807625878,0.0457907306302123,75
"35",-0.0159378802879215,0.0262491137181961,77
"36",-0.0776264057602179,-0.0335198525559798,79
"37",-0.144922862590598,-0.23691663446176,81
"38",-0.0551868768142563,0.0364394712980731,83
"39",-0.0694078880344825,-0.0208127518865755,85
"40",-0.0915051168620475,-0.0578594353897987,87
"41",-0.0382737713139556,-0.0695297086266766,89
"42",-0.0233101023408983,-0.0345800772445763,91
"43",-0.00559894871120336,-0.111977087413837,93
"44",-0.0652657101158978,-0.0219285270249186,95
"45",-0.0051921645188385,-0.229783504269296,97
"46",-0.28134546519352,-0.0537778065698277,99
"47",0.00965662925571811,-0.136669854089012,101
"48",-0.0349762386250775,-0.155108084052422,103
"49",-0.0286119653311152,-0.097787531056949,105
"50",0.0246681527606679,-0.245207062961285,107
"51",-0.0228308809032661,-0.0565610615362573,109
"52",0.0832052622275854,0.00106727908712896,111
"53",0.0234223124739113,0.0675220460002144,113
"54",0.0916106294000309,0.0611847054994655,115
"55",0.0902456362049222,-0.0785622931398156,117
"56",0.0627026438316591,0.141667718675663,119
"57",0.149635518866317,0.0276141901997405,121
"58",0.106323712423242,0.0142106015553997,123
"59",0.123777622335134,0.0140435146323863,125
"60",0.0866411113434431,-0.00131305242980397,127
"61",0.0208472996472302,0.104395735992568,129
"62",0.0668667643827583,0.10261805312353,131
"63",0.0632338428885414,0.0594804241362074,133
"64",0.0715583620671056,0.0904445829794352,135
"65",0.0603973952064219,-0.0611512144776433,137
"66",0.071991502840898,-0.05480135565832,139
"67",-0.0762962691508794,-0.0869878269678058,141
"68",0.081839550226686,-0.00392744718657616,143
"69",-0.0341933105965286,0.0795898152068867,145
"70",-0.00289931677823466,-0.0221516737420024,147
"71",-0.0209474032953378,-0.0666239407395526,149
"72",-0.092024735116218,-0.114365285641853,151
"73",0.0100143874466733,-0.025827217905424,153
"74",-0.108043911257832,-0.0280606927903289,155
"75",-0.00547273343933083,-0.0838544689485997,157
"76",-0.00901954451376163,-0.129452955933152,159
"77",-0.0571511134485142,-0.0647936826405855,161
"78",-0.0142340734559127,-0.0738003953624513,163
"79",-0.0249190203469553,-0.0615748811142955,165
"80",-0.0970051988028074,-0.07471210816605,167
"81",-0.108732312955001,-0.168880050166958,169
"82",-0.0972474457186369,-0.0388165505959354,171
"83",-0.156788250120407,0.0136629833365455,173
"84",-0.101531971971313,-0.0867321895834719,175
"85",0.0181964834623174,-0.0305323484693614,177
"86",-0.00672439049658396,-0.0275509888020792,179
"87",0.0400194980094489,-0.0531479046406502,181
"88",-0.0648646182100426,-0.0690870031794305,183
"89",-0.0439936997766913,-0.00468038038088962,185
"90",0.021595551537488,9.7910507869288e-05,191
"91",-0.0424159463453437,0.0688791012756459,193
"92",0.0379072682183668,0.0285184391430486,195
"93",0.0776171047077713,-0.0104310458371433,197
"94",0.0207439870514251,-0.0432351974211638,199
"95",0.00642881715207247,-0.0845736712668085,201
"96",0.0174044378327343,-0.0654151668553248,203
"97",0.00873817672320903,0.0556515338909846,205
"98",0.0334754691907226,-0.0240460725064145,207
"99",-0.00477572644448943,0.051364502233494,209
"100",0.0811294812402274,0.0172835644576832,211
"101",0.033290025070944,-0.0560762185122758,213
"102",0.015168719772672,-0.0766805983711831,217
"103",0.0193997344792519,0.10097892722069,219
"104",0.154950582586794,0.0420199692480236,221
"105",-0.0966293090257249,0.0126292161592771,223
"106",-0.0487515705123866,0.0127350723157627,225
"107",0.121319423800548,-0.038691028968415,227
"108",0.0477725002543632,0.0674813497382402,229
"109",0.03212789567451,0.115208614947378,231
"110",-0.00708157539659475,0.00864837923603221,233
"111",-0.0252087205481666,0.0683824968065068,235
"112",-0.000556130797101457,0.122827790534566,237
"113",0.000938846098584333,0.101754376121615,239
"114",0.068777426137179,-0.017609063604971,241
"115",0.104526735096671,0.040781295623028,243
"116",0.0412525462032328,0.0754991306414487,245
"117",0.0808874564487201,0.0651510029911278,247
"118",0.0104083041779458,0.0718292753378116,249
"119",0.0580129491476895,0.0385220991962901,251
"120",0.00583791416155918,0.0657988707513372,253
"121",-0.0430179999975442,0.0381861998711258,255
"122",-0.0343961748410149,0.0303437185985955,257
"123",-0.0246745087491706,0.0752265510016828,259
"124",-0.0267012549276192,-0.0552911341849308,261
"125",-0.0782876053064156,-0.150698347009389,263
"126",0.083403955623625,0.13318748008587,265
"127",0.0672592858475697,0.0644429372159316,267
"128",-0.013019031505644,0.0470293463945813,269
"129",-0.0209325589706772,0.129127011893823,271
"130",0.036484765040258,0.0630126289357092,273
"131",-0.000140691814706633,-0.112503922490302,275
"132",0.0543635088376306,0.120060700204963,277
"133",0.0685587689030779,0.0741512281401295,279
"134",0.0642810754883208,0.0855480767313542,281
"135",0.0519714125363685,0.0912904632430683,283
"136",0.120355515349894,0.0749898778297758,285
"137",0.0465344756657449,0.0595904491460336,287
"138",0.0093260137456344,0.101211677070376,289
"139",0.0955031669221736,0.102696610505743,291
"140",0.037093633699397,0.0633730463120578,293
"141",-0.0118860806846082,0.044649835618106,295
"142",0.0280952437624528,0.0859858177563795,297
"143",0.0390189730029869,0.0505605039895233,299
"144",0.0784350932083889,0.0736783305921513,301
"145",0.0555401229282189,0.0702465651589304,303
"146",0.0986770578379262,0.0674235866164405,305
"147",0.0534848616819291,0.0404673078044806,307
"148",0.0274265109536807,-0.0146025846711041,309
"149",0.107726041473523,0.14184147465598,311
"150",0.0349486369136964,0.0616767146751536,313
"151",0.0416266172650545,0.0314989229675898,315
"154",-0.0717804677602636,0.197676945815148,321
"155",0.0406307455582233,0.0242829250236504,323
"156",0.0453159020866652,0.0859086445529868,325
"157",0.0628371218079117,0.0519134485388801,327
"158",0.0578974214953519,0.0446832658994589,329
"159",0.0305617281823663,0.101236212432343,331
"160",0.062602539335995,0.0503317049187727,333
"161",0.0547940620935649,0.0189654800117748,335
"162",0.0228480944118385,-0.0535858718842018,337
"163",0.0254882897025458,-0.0259274555801588,339
"164",0.107387742652071,0.00928825698272666,341
"165",0.0358532080349145,0.0217574820644318,343
